repo,user,week,commit_count,pr_created,pr_closed,pr_consumption_rate
langchain-nvidia,ccurme,2024-04-07,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-04-14,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-04-21,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-04-28,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-05-05,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-05-12,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-05-19,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-05-26,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-06-02,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-06-09,4.0,0.0,0.0,
langchain-nvidia,ccurme,2024-06-10,0.0,1.0,1.0,1.0
langchain-nvidia,ccurme,2024-06-16,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-06-23,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-06-30,1.0,0.0,0.0,
langchain-nvidia,ccurme,2024-07-01,0.0,1.0,1.0,1.0
langchain-nvidia,ccurme,2024-07-07,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-07-14,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-07-21,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-07-28,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-08-04,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-08-11,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-08-18,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-08-19,0.0,1.0,1.0,1.0
langchain-nvidia,ccurme,2024-08-25,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-09-01,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-09-08,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-09-15,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-09-22,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-09-29,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-10-06,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-10-13,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-10-20,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-10-27,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-11-03,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-11-10,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-11-17,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-11-24,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-12-01,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-12-08,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-12-15,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-12-22,0.0,0.0,0.0,
langchain-nvidia,ccurme,2024-12-29,0.0,0.0,0.0,
langchain-nvidia,ccurme,2025-01-05,0.0,0.0,0.0,
langchain-nvidia,ccurme,2025-01-12,0.0,0.0,0.0,
langchain-nvidia,ccurme,2025-01-19,0.0,0.0,0.0,
langchain-nvidia,ccurme,2025-01-26,0.0,0.0,0.0,
langchain-nvidia,ccurme,2025-02-02,0.0,0.0,0.0,
langchain-nvidia,ccurme,2025-02-09,0.0,0.0,0.0,
langchain-nvidia,ccurme,2025-02-16,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-01-28,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-02-04,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-02-11,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-02-18,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-02-25,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-03-03,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-03-10,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-03-17,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-03-24,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-03-31,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-04-07,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-04-14,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-04-21,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-04-28,1.0,0.0,0.0,
langchain-nvidia,dglogo,2024-04-29,0.0,1.0,1.0,1.0
langchain-nvidia,dglogo,2024-05-05,2.0,0.0,0.0,
langchain-nvidia,dglogo,2024-05-06,0.0,1.0,1.0,1.0
langchain-nvidia,dglogo,2024-05-12,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-05-19,13.0,0.0,0.0,
langchain-nvidia,dglogo,2024-05-20,0.0,1.0,1.0,1.0
langchain-nvidia,dglogo,2024-05-26,2.0,0.0,0.0,
langchain-nvidia,dglogo,2024-05-27,0.0,1.0,1.0,1.0
langchain-nvidia,dglogo,2024-06-02,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-06-09,1.0,0.0,0.0,
langchain-nvidia,dglogo,2024-06-10,0.0,1.0,1.0,1.0
langchain-nvidia,dglogo,2024-06-16,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-06-23,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-06-30,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-07-07,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-07-14,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-07-21,3.0,0.0,0.0,
langchain-nvidia,dglogo,2024-07-22,0.0,2.0,2.0,1.0
langchain-nvidia,dglogo,2024-07-28,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-08-04,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-08-11,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-08-18,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-08-25,1.0,0.0,0.0,
langchain-nvidia,dglogo,2024-09-01,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-09-08,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-09-15,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-09-22,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-09-29,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-10-06,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-10-13,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-10-20,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-10-27,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-11-03,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-11-10,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-11-17,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-11-24,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-12-01,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-12-08,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-12-15,4.0,0.0,0.0,
langchain-nvidia,dglogo,2024-12-22,0.0,0.0,0.0,
langchain-nvidia,dglogo,2024-12-29,5.0,0.0,0.0,
langchain-nvidia,dglogo,2025-01-05,2.0,0.0,0.0,
langchain-nvidia,dglogo,2025-01-12,0.0,0.0,0.0,
langchain-nvidia,dglogo,2025-01-19,0.0,0.0,0.0,
langchain-nvidia,dglogo,2025-01-26,0.0,0.0,0.0,
langchain-nvidia,dglogo,2025-02-02,0.0,0.0,0.0,
langchain-nvidia,dglogo,2025-02-09,0.0,0.0,0.0,
langchain-nvidia,dglogo,2025-02-16,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-01-28,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-02-04,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-02-11,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-02-18,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-02-25,3.0,0.0,0.0,
langchain-nvidia,efriis,2024-03-03,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-03-10,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-03-17,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-03-24,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-03-31,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-04-07,4.0,0.0,0.0,
langchain-nvidia,efriis,2024-04-08,0.0,2.0,2.0,1.0
langchain-nvidia,efriis,2024-04-14,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-04-21,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-04-28,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-05-05,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-05-12,2.0,0.0,0.0,
langchain-nvidia,efriis,2024-05-13,0.0,1.0,1.0,1.0
langchain-nvidia,efriis,2024-05-19,2.0,0.0,0.0,
langchain-nvidia,efriis,2024-05-20,0.0,1.0,1.0,1.0
langchain-nvidia,efriis,2024-05-26,1.0,0.0,0.0,
langchain-nvidia,efriis,2024-05-27,0.0,1.0,1.0,1.0
langchain-nvidia,efriis,2024-06-02,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-06-09,1.0,0.0,0.0,
langchain-nvidia,efriis,2024-06-10,0.0,1.0,1.0,1.0
langchain-nvidia,efriis,2024-06-16,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-06-23,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-06-30,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-07-07,1.0,0.0,0.0,
langchain-nvidia,efriis,2024-07-08,0.0,1.0,1.0,1.0
langchain-nvidia,efriis,2024-07-14,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-07-21,3.0,0.0,0.0,
langchain-nvidia,efriis,2024-07-22,0.0,1.0,1.0,1.0
langchain-nvidia,efriis,2024-07-28,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-08-04,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-08-11,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-08-18,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-08-25,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-09-01,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-09-08,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-09-15,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-09-22,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-09-29,1.0,0.0,0.0,
langchain-nvidia,efriis,2024-09-30,0.0,1.0,1.0,1.0
langchain-nvidia,efriis,2024-10-06,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-10-13,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-10-20,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-10-27,1.0,0.0,0.0,
langchain-nvidia,efriis,2024-10-28,0.0,1.0,1.0,1.0
langchain-nvidia,efriis,2024-11-03,1.0,0.0,0.0,
langchain-nvidia,efriis,2024-11-04,0.0,1.0,1.0,1.0
langchain-nvidia,efriis,2024-11-10,2.0,0.0,0.0,
langchain-nvidia,efriis,2024-11-11,0.0,2.0,2.0,1.0
langchain-nvidia,efriis,2024-11-17,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-11-24,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-12-01,2.0,0.0,0.0,
langchain-nvidia,efriis,2024-12-02,0.0,1.0,1.0,1.0
langchain-nvidia,efriis,2024-12-08,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-12-15,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-12-22,0.0,0.0,0.0,
langchain-nvidia,efriis,2024-12-29,0.0,0.0,0.0,
langchain-nvidia,efriis,2025-01-05,0.0,0.0,0.0,
langchain-nvidia,efriis,2025-01-12,0.0,0.0,0.0,
langchain-nvidia,efriis,2025-01-19,0.0,0.0,0.0,
langchain-nvidia,efriis,2025-01-26,0.0,0.0,0.0,
langchain-nvidia,efriis,2025-02-02,0.0,0.0,0.0,
langchain-nvidia,efriis,2025-02-09,0.0,0.0,0.0,
langchain-nvidia,efriis,2025-02-16,0.0,0.0,0.0,
langchain-nvidia,haydeniw,2024-07-22,0.0,1.0,1.0,1.0
langchain-nvidia,haydeniw,2024-08-12,0.0,1.0,1.0,1.0
langchain-nvidia,hwolff99,2024-01-28,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-02-04,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-02-11,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-02-18,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-02-25,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-03-03,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-03-10,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-03-17,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-03-24,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-03-31,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-04-07,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-04-14,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-04-21,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-04-28,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-05-05,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-05-12,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-05-19,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-05-26,2.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-06-02,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-06-09,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-06-16,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-06-23,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-06-30,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-07-07,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-07-14,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-07-21,1.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-07-28,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-08-04,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-08-11,3.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-08-18,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-08-25,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-09-01,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-09-08,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-09-15,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-09-22,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-09-29,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-10-06,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-10-13,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-10-20,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-10-27,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-11-03,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-11-10,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-11-17,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-11-24,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-12-01,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-12-08,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-12-15,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-12-22,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2024-12-29,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2025-01-05,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2025-01-12,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2025-01-19,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2025-01-26,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2025-02-02,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2025-02-09,0.0,0.0,0.0,
langchain-nvidia,hwolff99,2025-02-16,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-01-28,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-02-04,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-02-11,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-02-18,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-02-25,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-03-03,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-03-10,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-03-17,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-03-24,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-03-31,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-04-07,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-04-14,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-04-21,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-04-28,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-05-05,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-05-12,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-05-19,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-05-26,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-06-02,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-06-09,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-06-16,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-06-23,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-06-30,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-07-07,1.0,0.0,0.0,
langchain-nvidia,kylehh,2024-07-08,0.0,1.0,1.0,1.0
langchain-nvidia,kylehh,2024-07-14,2.0,0.0,0.0,
langchain-nvidia,kylehh,2024-07-21,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-07-28,3.0,0.0,0.0,
langchain-nvidia,kylehh,2024-08-04,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-08-11,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-08-18,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-08-25,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-09-01,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-09-08,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-09-15,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-09-22,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-09-29,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-10-06,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-10-13,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-10-20,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-10-27,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-11-03,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-11-10,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-11-17,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-11-24,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-12-01,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-12-08,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-12-15,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-12-22,0.0,0.0,0.0,
langchain-nvidia,kylehh,2024-12-29,0.0,0.0,0.0,
langchain-nvidia,kylehh,2025-01-05,0.0,0.0,0.0,
langchain-nvidia,kylehh,2025-01-12,0.0,0.0,0.0,
langchain-nvidia,kylehh,2025-01-19,0.0,0.0,0.0,
langchain-nvidia,kylehh,2025-01-26,0.0,0.0,0.0,
langchain-nvidia,kylehh,2025-02-02,0.0,0.0,0.0,
langchain-nvidia,kylehh,2025-02-09,0.0,0.0,0.0,
langchain-nvidia,kylehh,2025-02-16,0.0,0.0,0.0,
langchain-nvidia,mattf,2024-01-28,0.0,0.0,0.0,
langchain-nvidia,mattf,2024-02-04,11.0,0.0,0.0,
langchain-nvidia,mattf,2024-02-11,2.0,0.0,0.0,
langchain-nvidia,mattf,2024-02-18,0.0,0.0,0.0,
langchain-nvidia,mattf,2024-02-25,0.0,0.0,0.0,
langchain-nvidia,mattf,2024-03-03,3.0,0.0,0.0,
langchain-nvidia,mattf,2024-03-04,0.0,1.0,1.0,1.0
langchain-nvidia,mattf,2024-03-10,21.0,0.0,0.0,
langchain-nvidia,mattf,2024-03-17,20.0,0.0,0.0,
langchain-nvidia,mattf,2024-03-18,0.0,4.0,4.0,1.0
langchain-nvidia,mattf,2024-03-24,10.0,0.0,0.0,
langchain-nvidia,mattf,2024-03-25,0.0,1.0,1.0,1.0
langchain-nvidia,mattf,2024-03-31,9.0,0.0,0.0,
langchain-nvidia,mattf,2024-04-01,0.0,2.0,2.0,1.0
langchain-nvidia,mattf,2024-04-07,6.0,0.0,0.0,
langchain-nvidia,mattf,2024-04-08,0.0,1.0,1.0,1.0
langchain-nvidia,mattf,2024-04-14,16.0,0.0,0.0,
langchain-nvidia,mattf,2024-04-15,0.0,3.0,3.0,1.0
langchain-nvidia,mattf,2024-04-21,8.0,0.0,0.0,
langchain-nvidia,mattf,2024-04-28,8.0,0.0,0.0,
langchain-nvidia,mattf,2024-04-29,0.0,1.0,1.0,1.0
langchain-nvidia,mattf,2024-05-05,17.0,0.0,0.0,
langchain-nvidia,mattf,2024-05-06,0.0,2.0,2.0,1.0
langchain-nvidia,mattf,2024-05-12,18.0,0.0,0.0,
langchain-nvidia,mattf,2024-05-19,36.0,0.0,0.0,
langchain-nvidia,mattf,2024-05-20,0.0,1.0,1.0,1.0
langchain-nvidia,mattf,2024-05-26,19.0,0.0,0.0,
langchain-nvidia,mattf,2024-05-27,0.0,2.0,2.0,1.0
langchain-nvidia,mattf,2024-06-02,9.0,0.0,0.0,
langchain-nvidia,mattf,2024-06-03,0.0,1.0,1.0,1.0
langchain-nvidia,mattf,2024-06-09,14.0,0.0,0.0,
langchain-nvidia,mattf,2024-06-10,0.0,1.0,1.0,1.0
langchain-nvidia,mattf,2024-06-16,11.0,0.0,0.0,
langchain-nvidia,mattf,2024-06-17,0.0,1.0,1.0,1.0
langchain-nvidia,mattf,2024-06-23,3.0,0.0,0.0,
langchain-nvidia,mattf,2024-06-24,0.0,1.0,1.0,1.0
langchain-nvidia,mattf,2024-06-30,9.0,0.0,0.0,
langchain-nvidia,mattf,2024-07-01,0.0,3.0,3.0,1.0
langchain-nvidia,mattf,2024-07-07,5.0,0.0,0.0,
langchain-nvidia,mattf,2024-07-08,0.0,3.0,3.0,1.0
langchain-nvidia,mattf,2024-07-14,15.0,0.0,0.0,
langchain-nvidia,mattf,2024-07-15,0.0,3.0,3.0,1.0
langchain-nvidia,mattf,2024-07-21,28.0,0.0,0.0,
langchain-nvidia,mattf,2024-07-22,0.0,2.0,2.0,1.0
langchain-nvidia,mattf,2024-07-28,26.0,0.0,0.0,
langchain-nvidia,mattf,2024-08-04,10.0,0.0,0.0,
langchain-nvidia,mattf,2024-08-05,0.0,1.0,1.0,1.0
langchain-nvidia,mattf,2024-08-11,1.0,0.0,0.0,
langchain-nvidia,mattf,2024-08-12,0.0,1.0,1.0,1.0
langchain-nvidia,mattf,2024-08-18,7.0,0.0,0.0,
langchain-nvidia,mattf,2024-08-19,0.0,1.0,1.0,1.0
langchain-nvidia,mattf,2024-08-25,15.0,0.0,0.0,
langchain-nvidia,mattf,2024-08-26,0.0,2.0,2.0,1.0
langchain-nvidia,mattf,2024-09-01,3.0,0.0,0.0,
langchain-nvidia,mattf,2024-09-02,0.0,2.0,2.0,1.0
langchain-nvidia,mattf,2024-09-08,3.0,0.0,0.0,
langchain-nvidia,mattf,2024-09-15,45.0,0.0,0.0,
langchain-nvidia,mattf,2024-09-16,0.0,3.0,3.0,1.0
langchain-nvidia,mattf,2024-09-22,10.0,0.0,0.0,
langchain-nvidia,mattf,2024-09-23,0.0,1.0,1.0,1.0
langchain-nvidia,mattf,2024-09-29,0.0,0.0,0.0,
langchain-nvidia,mattf,2024-10-06,2.0,0.0,0.0,
langchain-nvidia,mattf,2024-10-13,3.0,0.0,0.0,
langchain-nvidia,mattf,2024-10-20,4.0,0.0,0.0,
langchain-nvidia,mattf,2024-10-21,0.0,2.0,2.0,1.0
langchain-nvidia,mattf,2024-10-27,2.0,0.0,0.0,
langchain-nvidia,mattf,2024-10-28,0.0,1.0,1.0,1.0
langchain-nvidia,mattf,2024-11-03,5.0,0.0,0.0,
langchain-nvidia,mattf,2024-11-10,0.0,0.0,0.0,
langchain-nvidia,mattf,2024-11-17,0.0,0.0,0.0,
langchain-nvidia,mattf,2024-11-24,0.0,0.0,0.0,
langchain-nvidia,mattf,2024-12-01,0.0,0.0,0.0,
langchain-nvidia,mattf,2024-12-08,3.0,0.0,0.0,
langchain-nvidia,mattf,2024-12-09,0.0,1.0,1.0,1.0
langchain-nvidia,mattf,2024-12-15,5.0,0.0,0.0,
langchain-nvidia,mattf,2024-12-16,0.0,2.0,2.0,1.0
langchain-nvidia,mattf,2024-12-22,0.0,0.0,0.0,
langchain-nvidia,mattf,2024-12-29,0.0,0.0,0.0,
langchain-nvidia,mattf,2025-01-05,4.0,0.0,0.0,
langchain-nvidia,mattf,2025-01-06,0.0,4.0,4.0,1.0
langchain-nvidia,mattf,2025-01-12,1.0,0.0,0.0,
langchain-nvidia,mattf,2025-01-13,0.0,1.0,1.0,1.0
langchain-nvidia,mattf,2025-01-19,0.0,0.0,0.0,
langchain-nvidia,mattf,2025-01-26,0.0,0.0,0.0,
langchain-nvidia,mattf,2025-02-02,0.0,0.0,0.0,
langchain-nvidia,mattf,2025-02-09,2.0,0.0,0.0,
langchain-nvidia,mattf,2025-02-10,0.0,2.0,2.0,1.0
langchain-nvidia,mattf,2025-02-16,0.0,0.0,0.0,
langchain-nvidia,raspawar,2024-01-28,0.0,0.0,0.0,
langchain-nvidia,raspawar,2024-02-04,0.0,0.0,0.0,
langchain-nvidia,raspawar,2024-02-11,0.0,0.0,0.0,
langchain-nvidia,raspawar,2024-02-18,0.0,0.0,0.0,
langchain-nvidia,raspawar,2024-02-25,0.0,0.0,0.0,
langchain-nvidia,raspawar,2024-03-03,0.0,0.0,0.0,
langchain-nvidia,raspawar,2024-03-10,0.0,0.0,0.0,
langchain-nvidia,raspawar,2024-03-17,0.0,0.0,0.0,
langchain-nvidia,raspawar,2024-03-24,0.0,0.0,0.0,
langchain-nvidia,raspawar,2024-03-31,0.0,0.0,0.0,
langchain-nvidia,raspawar,2024-04-07,0.0,0.0,0.0,
langchain-nvidia,raspawar,2024-04-14,0.0,0.0,0.0,
langchain-nvidia,raspawar,2024-04-21,0.0,0.0,0.0,
langchain-nvidia,raspawar,2024-04-28,0.0,0.0,0.0,
langchain-nvidia,raspawar,2024-05-05,0.0,0.0,0.0,
langchain-nvidia,raspawar,2024-05-12,0.0,0.0,0.0,
langchain-nvidia,raspawar,2024-05-19,0.0,0.0,0.0,
langchain-nvidia,raspawar,2024-05-26,0.0,0.0,0.0,
langchain-nvidia,raspawar,2024-06-02,4.0,0.0,0.0,
langchain-nvidia,raspawar,2024-06-03,0.0,1.0,1.0,1.0
langchain-nvidia,raspawar,2024-06-09,2.0,0.0,0.0,
langchain-nvidia,raspawar,2024-06-10,0.0,1.0,1.0,1.0
langchain-nvidia,raspawar,2024-06-16,0.0,0.0,0.0,
langchain-nvidia,raspawar,2024-06-23,6.0,0.0,0.0,
langchain-nvidia,raspawar,2024-06-24,0.0,3.0,3.0,1.0
langchain-nvidia,raspawar,2024-06-30,0.0,0.0,0.0,
